BNK|1079.5,0.5|2016-04-11 23:16:11|Rain|20.5|794.7|62
HOB|1079.5,1.5|2017-02-07 06:11:54|Sunny|34.1|906.1|62
CAN|1079.5,2.5|2011-01-31 19:44:59|Snow|-1.6|1178.9|63
DAR|1079.5,3.5|2011-05-18 17:25:07|Sunny|25.3|749.4|62
SYD|1079.5,4.5|2014-01-31 00:12:46|Sunny|30.9|787.5|56
ABX|1079.5,5.5|2013-02-07 17:09:21|Sunny|27.9|760.6|58
MEL|1079.5,6.5|2010-05-20 00:03:02|Snow|-5.7|831.6|60
ADL|1079.5,7.5|2016-11-27 11:01:04|Rain|20.9|752.5|59
BRB|1079.5,8.5|2017-03-19 10:08:48|Snow|-6.0|884.7|68
PER|1079.5,9.5|2009-07-20 02:10:30|Snow|-2.7|1159.0|61
BNK|1079.5,10.5|2013-06-05 17:57:24|Rain|23.2|930.2|56
HOB|1079.5,11.5|2010-09-01 21:17:54|Sunny|24.8|1019.4|61
CAN|1079.5,12.5|2017-02-17 06:08:48|Snow|-3.2|881.7|59
DAR|1079.5,13.5|2014-11-01 14:35:07|Snow|-1.6|819.4|68
SYD|1079.5,14.5|2008-05-06 16:34:06|Rain|20.1|804.2|68
ABX|1079.5,15.5|2014-04-02 00:47:55|Snow|-6.1|982.4|57
MEL|1079.5,16.5|2013-04-16 13:08:34|Sunny|24.0|1035.8|67
ADL|1079.5,17.5|2015-08-16 05:17:11|Rain|25.0|756.2|67
BRB|1079.5,18.5|2009-03-29 04:10:26|Snow|-2.8|1158.1|64
PER|1079.5,19.5|2013-01-14 18:37:06|Snow|-5.8|807.1|62
BNK|1079.5,20.5|2011-01-21 00:43:34|Rain|24.1|1084.9|66
HOB|1079.5,21.5|2013-11-05 10:48:32|Rain|20.6|728.0|69
CAN|1079.5,22.5|2013-08-25 06:43:55|Snow|-4.6|737.8|64
DAR|1079.5,23.5|2015-03-11 07:36:27|Snow|-4.3|1196.1|59
SYD|1079.5,24.5|2011-12-24 11:57:58|Rain|20.5|884.2|63
ABX|1079.5,25.5|2015-11-07 13:09:36|Rain|16.3|825.9|62
MEL|1079.5,26.5|2015-12-09 01:53:07|Rain|16.3|842.0|70
ADL|1079.5,27.5|2016-09-27 04:10:27|Rain|17.9|734.5|60
BRB|1079.5,28.5|2012-05-05 08:14:41|Rain|18.4|927.6|65
PER|1079.5,29.5|2017-01-20 18:21:35|Sunny|20.2|821.6|56
BNK|1079.5,30.5|2016-08-10 00:12:03|Rain|15.4|1052.9|70
HOB|1079.5,31.5|2015-05-22 06:53:21|Snow|-5.1|1108.7|69
CAN|1079.5,32.5|2015-01-02 08:03:54|Snow|-3.7|958.0|66
DAR|1079.5,33.5|2007-11-20 03:56:12|Snow|-3.0|745.1|58
SYD|1079.5,34.5|2012-07-13 11:16:07|Rain|15.8|1113.0|61
ABX|1079.5,35.5|2016-04-24 20:15:17|Rain|16.3|969.2|68
MEL|1079.5,36.5|2013-09-19 02:42:25|Sunny|30.8|799.3|60
ADL|1079.5,37.5|2011-12-04 15:17:45|Sunny|30.8|929.4|57
BRB|1079.5,38.5|2012-09-24 21:37:16|Rain|15.0|1173.6|70
PER|1079.5,39.5|2017-02-14 12:10:53|Snow|-1.5|961.6|61
BNK|1079.5,40.5|2014-10-09 03:12:18|Rain|22.8|1156.6|61
HOB|1079.5,41.5|2009-06-25 12:04:17|Rain|16.1|1159.1|70
CAN|1079.5,42.5|2014-04-01 18:19:23|Rain|19.0|774.1|57
DAR|1079.5,43.5|2013-07-02 20:42:55|Snow|-4.3|797.4|58
SYD|1079.5,44.5|2014-07-19 01:47:28|Rain|19.1|924.0|61
ABX|1079.5,45.5|2015-08-23 09:09:33|Rain|22.8|831.4|56
MEL|1079.5,46.5|2009-12-21 17:29:23|Rain|24.2|881.1|63
ADL|1079.5,47.5|2010-05-01 22:36:21|Rain|23.2|999.5|60
BRB|1079.5,48.5|2010-05-28 13:38:17|Snow|-3.4|931.8|56
PER|1079.5,49.5|2011-03-18 20:52:57|Rain|15.6|1121.4|59
BNK|1079.5,50.5|2012-11-20 22:39:21|Sunny|22.0|1146.5|65
HOB|1079.5,51.5|2008-01-29 13:14:28|Sunny|30.4|744.7|56
CAN|1079.5,52.5|2010-12-19 08:20:22|Sunny|30.1|823.6|56
DAR|1079.5,53.5|2017-01-03 19:08:24|Sunny|32.3|848.7|65
SYD|1079.5,54.5|2017-04-30 16:57:01|Sunny|24.9|1070.1|69
ABX|1079.5,55.5|2010-12-20 20:10:07|Rain|15.6|1153.2|56
MEL|1079.5,56.5|2011-12-16 11:31:17|Sunny|24.4|820.5|57
ADL|1079.5,57.5|2013-10-02 18:02:36|Sunny|28.2|872.4|61
BRB|1079.5,58.5|2008-07-04 20:12:22|Rain|19.9|737.8|56
PER|1079.5,59.5|2009-11-25 14:27:54|Sunny|27.8|1090.1|57
BNK|1079.5,60.5|2012-06-25 23:47:18|Sunny|33.6|745.8|56
HOB|1079.5,61.5|2010-06-19 23:45:45|Snow|-4.6|1156.2|61
CAN|1079.5,62.5|2011-01-18 13:57:09|Sunny|20.6|728.2|57
DAR|1079.5,63.5|2012-10-11 14:34:33|Snow|-2.5|845.7|60
SYD|1079.5,64.5|2010-07-18 18:08:34|Rain|15.7|936.4|58
ABX|1079.5,65.5|2012-12-05 12:09:57|Snow|-6.4|776.6|66
MEL|1079.5,66.5|2012-07-12 23:03:05|Rain|23.2|1134.7|69
ADL|1079.5,67.5|2013-04-22 13:22:27|Rain|19.5|1169.6|56
BRB|1079.5,68.5|2014-03-21 06:08:18|Rain|18.0|1079.7|58
PER|1079.5,69.5|2008-12-20 17:25:35|Sunny|15.6|762.5|67
BNK|1079.5,70.5|2007-11-17 08:49:52|Snow|-5.9|1062.4|59
HOB|1079.5,71.5|2007-12-05 20:12:31|Snow|-1.7|1042.0|60
CAN|1079.5,72.5|2010-08-25 02:11:49|Sunny|38.3|838.7|59
DAR|1079.5,73.5|2015-10-02 06:02:52|Rain|18.6|808.0|60
SYD|1079.5,74.5|2014-06-17 16:21:48|Sunny|29.1|753.9|66
ABX|1079.5,75.5|2016-03-22 00:52:04|Sunny|36.5|753.9|57
MEL|1079.5,76.5|2010-01-28 01:39:11|Sunny|25.2|836.6|64
ADL|1079.5,77.5|2008-06-14 06:12:07|Rain|22.8|1009.4|61
BRB|1079.5,78.5|2010-06-30 01:46:29|Rain|19.5|892.9|62
PER|1079.5,79.5|2015-12-04 12:07:57|Rain|24.2|704.3|69
BNK|1079.5,80.5|2014-10-31 10:05:13|Snow|-3.5|882.8|66
HOB|1079.5,81.5|2012-10-01 09:24:14|Snow|-2.9|756.4|60
CAN|1079.5,82.5|2017-08-09 14:15:19|Snow|-3.1|812.9|57
DAR|1079.5,83.5|2010-01-24 02:37:23|Rain|16.4|988.7|69
SYD|1079.5,84.5|2014-12-15 23:10:35|Rain|19.4|877.7|68
ABX|1079.5,85.5|2015-09-06 08:02:05|Snow|-3.9|942.1|59
MEL|1079.5,86.5|2008-07-08 14:59:40|Rain|18.7|975.9|58
ADL|1079.5,87.5|2014-06-08 05:15:18|Snow|-3.3|997.7|65
BRB|1079.5,88.5|2017-05-10 18:48:29|Rain|16.1|1110.0|65
PER|1079.5,89.5|2010-03-18 02:22:07|Sunny|11.9|944.7|62
BNK|1079.5,90.5|2015-11-25 11:54:11|Snow|-2.2|745.2|62
HOB|1079.5,91.5|2012-08-20 00:12:58|Snow|-6.2|974.4|64
CAN|1079.5,92.5|2017-04-02 07:49:43|Snow|-3.1|904.5|65
DAR|1079.5,93.5|2009-02-10 22:50:10|Sunny|34.8|724.0|63
SYD|1079.5,94.5|2008-03-13 01:42:33|Sunny|11.4|769.9|65
ABX|1079.5,95.5|2011-12-25 18:01:29|Snow|-1.3|1143.3|61
MEL|1079.5,96.5|2015-07-05 07:39:21|Snow|-2.0|969.8|60
ADL|1079.5,97.5|2011-06-11 06:24:44|Snow|-4.6|940.0|67
BRB|1079.5,98.5|2014-05-30 10:19:12|Snow|-6.6|765.6|57
PER|1079.5,99.5|2012-07-22 17:55:48|Snow|-6.1|889.9|62
BNK|1079.5,100.5|2017-11-01 12:20:31|Sunny|25.4|895.7|68
HOB|1079.5,101.5|2012-04-24 14:12:29|Sunny|21.6|848.0|63
CAN|1079.5,102.5|2011-08-10 23:28:51|Sunny|33.0|869.0|69
DAR|1079.5,103.5|2016-06-20 09:51:41|Sunny|34.3|854.3|63
SYD|1079.5,104.5|2015-09-22 08:54:11|Sunny|34.1|984.2|59
ABX|1079.5,105.5|2015-12-22 20:04:46|Snow|-4.8|1151.8|69
MEL|1079.5,106.5|2014-08-13 03:02:49|Sunny|20.6|791.8|67
ADL|1079.5,107.5|2013-03-20 09:33:23|Rain|18.9|770.1|68
BRB|1079.5,108.5|2008-04-17 08:49:49|Rain|24.4|1048.7|60
PER|1079.5,109.5|2017-05-26 16:46:23|Sunny|34.2|973.5|58
BNK|1079.5,110.5|2013-07-26 21:48:07|Rain|16.4|1098.0|63
HOB|1079.5,111.5|2013-01-09 10:21:55|Rain|23.4|911.3|58
CAN|1079.5,112.5|2014-11-14 09:58:12|Rain|24.6|988.7|62
DAR|1079.5,113.5|2015-06-27 05:11:25|Sunny|38.3|989.0|59
SYD|1079.5,114.5|2015-05-11 02:40:05|Snow|-5.4|1093.5|62
ABX|1079.5,115.5|2014-08-23 15:08:34|Snow|-5.0|956.8|60
MEL|1079.5,116.5|2010-09-01 16:04:44|Snow|-2.5|899.2|58
ADL|1079.5,117.5|2012-12-16 22:10:20|Sunny|22.2|1025.7|61
BRB|1079.5,118.5|2012-03-18 11:13:09|Snow|-3.5|761.4|65
PER|1079.5,119.5|2007-11-13 16:12:47|Snow|-3.4|728.0|56
BNK|1079.5,120.5|2010-11-30 19:49:22|Rain|21.0|1100.3|59
HOB|1079.5,121.5|2007-12-25 05:43:56|Snow|-1.1|1053.6|62
CAN|1079.5,122.5|2014-04-03 21:02:05|Sunny|15.2|1058.3|60
DAR|1079.5,123.5|2011-08-28 22:48:29|Rain|22.0|705.2|66
SYD|1079.5,124.5|2013-07-12 07:33:53|Sunny|27.4|955.2|58
ABX|1079.5,125.5|2013-09-14 04:04:43|Sunny|23.0|953.1|69
MEL|1079.5,126.5|2017-05-05 05:27:35|Sunny|29.1|1053.5|57
ADL|1079.5,127.5|2010-01-21 23:22:03|Snow|-5.7|1007.1|63
BRB|1079.5,128.5|2009-12-18 19:03:50|Snow|-5.0|996.7|69
PER|1079.5,129.5|2011-07-17 04:51:23|Sunny|11.1|1009.1|59
BNK|1079.5,130.5|2017-01-19 00:39:47|Snow|-4.0|1147.1|64
HOB|1079.5,131.5|2010-10-14 13:19:41|Snow|-4.2|1069.5|68
CAN|1079.5,132.5|2009-02-22 04:30:08|Snow|-6.0|747.1|67
DAR|1079.5,133.5|2015-02-18 00:58:33|Rain|15.5|937.7|61
SYD|1079.5,134.5|2012-05-29 20:03:40|Sunny|20.9|1048.9|68
ABX|1079.5,135.5|2010-06-30 06:15:19|Rain|21.9|1171.3|64
MEL|1079.5,136.5|2016-07-19 12:22:03|Snow|-6.7|924.7|69
ADL|1079.5,137.5|2012-09-12 19:25:08|Snow|-4.5|1004.2|62
BRB|1079.5,138.5|2016-12-10 06:46:18|Sunny|26.3|865.2|69
PER|1079.5,139.5|2016-10-07 07:58:06|Rain|23.3|1145.0|67
BNK|1079.5,140.5|2016-05-22 19:12:45|Rain|15.8|789.1|57
HOB|1079.5,141.5|2014-04-24 09:45:02|Sunny|32.6|703.0|59
CAN|1079.5,142.5|2013-03-31 21:23:04|Rain|23.4|837.1|60
DAR|1079.5,143.5|2015-07-08 18:39:01|Sunny|37.1|737.7|66
SYD|1079.5,144.5|2015-12-13 14:13:13|Sunny|12.4|1160.0|59
ABX|1079.5,145.5|2015-06-02 07:20:06|Rain|19.8|1123.5|67
MEL|1079.5,146.5|2012-10-07 17:27:52|Rain|24.3|1062.1|64
ADL|1079.5,147.5|2010-12-18 20:37:46|Rain|21.2|772.0|61
BRB|1079.5,148.5|2015-04-05 18:12:40|Sunny|16.2|781.3|64
PER|1079.5,149.5|2011-11-22 09:02:20|Sunny|28.6|1157.5|60
BNK|1079.5,150.5|2009-09-08 08:08:15|Sunny|12.0|1097.9|58
HOB|1079.5,151.5|2008-08-13 20:13:47|Rain|23.9|1140.1|59
CAN|1079.5,152.5|2014-06-25 15:39:59|Rain|23.6|795.0|58
DAR|1079.5,153.5|2008-01-03 04:49:25|Sunny|14.5|705.2|56
SYD|1079.5,154.5|2015-04-17 17:55:10|Snow|-1.6|1124.1|67
ABX|1079.5,155.5|2013-04-13 09:44:42|Sunny|14.9|935.9|60
MEL|1079.5,156.5|2011-08-11 12:34:18|Snow|-4.4|898.1|69
ADL|1079.5,157.5|2008-05-09 11:44:23|Snow|-6.7|1188.5|63
BRB|1079.5,158.5|2013-11-17 00:48:07|Rain|23.4|757.8|69
PER|1079.5,159.5|2008-11-07 18:41:09|Sunny|35.8|954.8|65
BNK|1079.5,160.5|2016-11-04 17:47:04|Sunny|38.8|1196.0|69
HOB|1079.5,161.5|2015-05-31 18:02:05|Sunny|11.4|795.3|56
CAN|1079.5,162.5|2014-08-31 16:54:05|Snow|-2.9|854.0|62
DAR|1079.5,163.5|2013-03-17 05:25:40|Snow|-2.5|1060.7|62
SYD|1079.5,164.5|2012-04-29 07:00:01|Rain|16.5|754.2|64
ABX|1079.5,165.5|2011-01-03 05:51:21|Sunny|25.2|1082.1|69
MEL|1079.5,166.5|2008-11-28 10:22:22|Snow|-2.6|1192.5|70
ADL|1079.5,167.5|2014-06-10 08:10:42|Snow|-6.3|1099.8|64
BRB|1079.5,168.5|2008-06-02 20:23:18|Sunny|32.8|753.7|65
PER|1079.5,169.5|2008-09-03 12:25:52|Rain|17.1|987.2|68
BNK|1079.5,170.5|2017-08-13 19:30:03|Rain|18.4|1013.2|61
HOB|1079.5,171.5|2008-06-30 04:41:17|Rain|21.0|1141.8|59
CAN|1079.5,172.5|2013-06-14 05:44:59|Rain|24.5|756.5|62
DAR|1079.5,173.5|2017-05-21 05:27:00|Snow|-4.3|943.1|60
SYD|1079.5,174.5|2010-09-29 08:33:32|Snow|-4.0|727.2|69
ABX|1079.5,175.5|2014-01-19 21:14:57|Rain|17.1|920.4|63
MEL|1079.5,176.5|2013-10-30 15:58:28|Snow|-6.2|918.2|62
ADL|1079.5,177.5|2009-12-24 15:43:09|Snow|-2.2|889.6|66
BRB|1079.5,178.5|2012-03-07 01:48:35|Sunny|11.4|992.9|67
PER|1079.5,179.5|2014-11-27 00:55:23|Rain|21.9|792.7|61
BNK|1079.5,180.5|2012-02-10 14:35:42|Rain|17.4|939.0|62
HOB|1079.5,181.5|2016-05-08 13:04:47|Snow|-2.6|732.3|57
CAN|1079.5,182.5|2010-07-31 20:30:11|Rain|15.6|1160.6|70
DAR|1079.5,183.5|2016-06-04 15:38:01|Sunny|14.8|1023.2|69
SYD|1079.5,184.5|2013-02-15 01:16:12|Rain|23.4|1198.3|68
ABX|1079.5,185.5|2015-08-15 17:50:14|Snow|-3.6|829.9|66
MEL|1079.5,186.5|2013-04-22 12:28:51|Rain|17.8|987.6|69
ADL|1079.5,187.5|2013-01-28 16:41:27|Rain|24.7|870.3|62
BRB|1079.5,188.5|2010-03-22 09:26:28|Snow|-4.0|1052.7|69
PER|1079.5,189.5|2013-04-20 00:27:10|Sunny|33.6|891.1|60
BNK|1079.5,190.5|2007-12-08 16:50:20|Snow|-5.7|704.3|60
HOB|1079.5,191.5|2016-03-11 06:35:50|Snow|-2.0|956.4|64
CAN|1079.5,192.5|2011-12-15 13:39:01|Rain|18.1|1072.2|60
DAR|1079.5,193.5|2015-01-30 02:01:38|Sunny|29.2|1000.4|68
SYD|1079.5,194.5|2012-10-11 16:33:03|Snow|-2.2|733.3|66
ABX|1079.5,195.5|2015-06-17 09:53:24|Snow|-2.2|865.6|62
MEL|1079.5,196.5|2009-02-22 03:04:27|Sunny|18.3|747.2|68
ADL|1079.5,197.5|2009-08-25 04:15:59|Snow|-1.1|872.8|56
BRB|1079.5,198.5|2009-08-08 23:56:57|Rain|25.0|891.4|65
PER|1079.5,199.5|2012-01-23 02:45:43|Sunny|34.0|782.3|69
BNK|1079.5,200.5|2011-11-02 01:30:19|Snow|-1.6|706.4|64
HOB|1079.5,201.5|2013-10-25 10:46:09|Snow|-4.7|990.6|60
CAN|1079.5,202.5|2008-06-18 18:18:39|Sunny|35.5|937.2|60
DAR|1079.5,203.5|2011-04-25 08:07:14|Sunny|31.8|1030.6|60
SYD|1079.5,204.5|2013-08-17 20:13:48|Snow|-2.2|741.1|59
ABX|1079.5,205.5|2007-12-29 09:54:03|Sunny|20.9|844.7|69
MEL|1079.5,206.5|2017-01-16 08:33:14|Snow|-2.1|1196.3|57
ADL|1079.5,207.5|2017-01-09 05:34:56|Sunny|28.2|971.3|63
BRB|1079.5,208.5|2016-02-12 01:48:26|Snow|-4.0|770.8|67
PER|1079.5,209.5|2009-10-17 02:10:19|Snow|-6.6|1030.7|56
BNK|1079.5,210.5|2016-08-29 17:59:22|Snow|-5.5|733.9|68
HOB|1079.5,211.5|2009-01-13 06:55:39|Snow|-3.0|1075.2|56
CAN|1079.5,212.5|2009-06-08 11:40:16|Rain|15.8|789.1|65
DAR|1079.5,213.5|2010-05-21 11:19:00|Rain|19.8|1109.0|59
SYD|1079.5,214.5|2010-01-24 11:14:14|Rain|18.4|779.9|62
ABX|1079.5,215.5|2009-09-07 11:50:06|Rain|16.0|1150.4|60
MEL|1079.5,216.5|2017-11-10 15:56:36|Rain|16.5|785.3|56
ADL|1079.5,217.5|2017-09-28 01:04:58|Rain|19.3|932.5|67
BRB|1079.5,218.5|2015-06-26 10:35:50|Sunny|30.1|1006.4|57
PER|1079.5,219.5|2015-05-05 13:38:36|Rain|17.9|969.6|63
BNK|1079.5,220.5|2013-10-22 05:43:22|Sunny|31.7|910.4|65
HOB|1079.5,221.5|2008-01-02 15:34:00|Sunny|39.4|877.6|62
CAN|1079.5,222.5|2012-12-25 00:28:38|Rain|15.4|788.0|58
DAR|1079.5,223.5|2016-09-08 08:08:28|Snow|-6.6|866.9|62
SYD|1079.5,224.5|2016-07-09 12:02:42|Sunny|38.3|767.5|60
ABX|1079.5,225.5|2013-01-12 13:40:18|Rain|23.7|1177.5|68
MEL|1079.5,226.5|2012-05-24 15:27:00|Snow|-3.8|1102.2|60
ADL|1079.5,227.5|2012-09-06 19:22:22|Snow|-5.7|1073.1|57
BRB|1079.5,228.5|2017-06-21 13:26:49|Snow|-4.4|1159.5|58
PER|1079.5,229.5|2010-09-05 23:53:35|Snow|-3.7|828.1|66
